# Sat Mar 18 01:25:27 2023
9.999999999999999143e+28,4.338004241753343138e+01,8.273013560125689844e+28
9.999999999999999143e+28,4.338004241753343138e+01,8.273013560125689844e+28
1.097498765493058956e+29,4.297415679389301602e+01,8.504485586034478877e+28
1.204503540258778749e+29,4.257180377377347469e+01,8.742329258418153281e+28
1.321941148466028630e+29,4.217355640603449984e+01,8.986716633325473051e+28
1.450828778495943176e+29,4.177841569660380827e+01,9.237814528999581157e+28
1.592282793341087433e+29,4.138695236626453067e+01,9.495802052101161227e+28
1.747528400007682984e+29,4.099931245135628188e+01,9.760864106584038367e+28
1.917910261672492582e+29,4.061465641691738426e+01,1.003317781432149141e+29
2.104904144512013368e+29,4.023359752765359332e+01,1.031293737151057584e+29
2.310129700083157891e+29,3.985605891295708147e+01,1.060033458262758638e+29
2.535364493970116698e+29,3.948158349374192255e+01,1.089556518795761648e+29
2.782559402207114370e+29,3.911072044095268296e+01,1.119883581086596124e+29
3.053855508833412546e+29,3.874314901517765009e+01,1.151034878228820994e+29
3.351602650938847756e+29,3.837845700582414565e+01,1.183031419208410946e+29
3.678379771828649197e+29,3.801740465906006250e+01,1.215895349531884200e+29
4.037017258596549342e+29,3.765949693929296416e+01,1.249648096038227384e+29
4.430621457583886642e+29,3.730434246078191052e+01,1.284312011419611625e+29
4.862601580065373035e+29,3.695267655725000111e+01,1.319910675832625887e+29
5.336699231206301648e+29,3.660410986438143510e+01,1.356466961653440465e+29
5.857020818056673097e+29,3.625829404151443214e+01,1.394004494254488507e+29
6.428073117284345225e+29,3.591569262160724207e+01,1.432547656521244651e+29
7.054802310718630389e+29,3.557620107226452433e+01,1.472122521296814959e+29
7.742636826811277310e+29,3.523928654976428021e+01,1.512752166028681649e+29
8.497534359086472898e+29,3.490534547450507574e+01,1.554463258425318272e+29
9.326033468832179710e+29,3.457490510583332366e+01,1.597283110710285161e+29
1.023531021899026918e+30,3.424662602691801538e+01,1.641236085465605945e+29
1.123324032978031073e+30,3.392131632275349062e+01,1.686350274790156489e+29
1.232846739442063346e+30,3.359910982374532296e+01,1.732653979280051169e+29
1.353047774579807554e+30,3.327945427975667059e+01,1.780173877112828766e+29
1.484968262254469674e+30,3.296238743931046145e+01,1.828938245714159542e+29
1.629750834620640077e+30,3.264807258712995264e+01,1.878975989068265896e+29
1.788649529057435174e+30,3.233682883582975620e+01,1.930318579861202140e+29
1.963040650040276377e+30,3.202758582783999231e+01,1.982991557486586994e+29
2.154434690031877944e+30,3.172116106499311883e+01,2.037027025370232136e+29
2.364489412645407117e+30,3.141762871704287008e+01,2.092456224756327830e+29
2.595024211399742500e+30,3.111642610882603321e+01,2.149307891222559854e+29
2.848035868435793108e+30,3.081764387004118078e+01,2.207612849131342625e+29
3.125715849688235292e+30,3.052121234552614837e+01,2.267402544378304571e+29
3.430469286314926094e+30,3.022778509040015393e+01,2.328711868667662439e+29
3.764935806792455901e+30,2.993624886642353644e+01,2.391567082797801973e+29
4.132012400115334663e+30,2.964708758614830586e+01,2.456002237255993819e+29
4.534878508128591594e+30,2.936052591360412478e+01,2.522049194743017376e+29
4.977023564332093641e+30,2.907651800856431379e+01,2.589744841430084729e+29
5.462277217684336568e+30,2.879424274789209548e+01,2.659113302358799692e+29
5.994842503189421111e+30,2.851456413601097140e+01,2.730191458945036170e+29
6.579332246575709111e+30,2.823697039302188116e+01,2.803009797851068003e+29
7.220809018385456187e+30,2.796214969506500836e+01,2.877607396860436667e+29
7.924828983539186023e+30,2.768894509192096010e+01,2.954006095749395942e+29
8.697490026177798601e+30,2.741779582650815072e+01,3.032242060211043459e+29
9.545484566618327618e+30,2.714877297343016949e+01,3.112346628849097302e+29
1.047615752789666214e+31,2.688240029555349153e+01,3.194357436257163081e+29
1.149756995397740368e+31,2.661799342326254347e+01,3.278297142723757119e+29
1.261856883066018469e+31,2.635497354214047050e+01,3.364195419133778683e+29
1.384886371393874531e+31,2.609437999545906450e+01,3.452089477193645709e+29
1.519911082952939324e+31,2.583594149173809029e+01,3.542007910100574217e+29
1.668100537200055661e+31,2.557949197828046906e+01,3.633976009265463336e+29
1.830738280295369726e+31,2.532457783444584365e+01,3.728018351680985885e+29
2.009233002565054080e+31,2.507169461805546717e+01,3.824166306638127796e+29
2.205130739903040955e+31,2.482054866921068736e+01,3.922442969135536753e+29
2.420128264794383319e+31,2.457189818827078298e+01,4.022885817080904701e+29
2.656087782946694997e+31,2.432464380527651926e+01,4.125500658657660025e+29
2.915053062825169812e+31,2.407876537078826829e+01,4.230309418093794914e+29
3.199267137797384325e+31,2.383506097642533916e+01,4.337345181288407827e+29
3.511191734215141824e+31,2.359305530506037130e+01,4.446615099623411161e+29
3.853528593710519550e+31,2.335324896682848106e+01,4.558160460383691611e+29
4.229242874389499380e+31,2.311452174549695116e+01,4.671960301967654495e+29
4.641588833612791643e+31,2.287746870580401293e+01,4.788042057210864794e+29
5.094138014816364772e+31,2.264179949524412905e+01,4.906414242582432600e+29
5.590810182512222380e+31,2.240844071721245356e+01,5.027103740055928533e+29
6.135907273413188048e+31,2.217646675080953855e+01,5.150092742630759639e+29
6.734150657750856257e+31,2.194582641538091750e+01,5.275381917497599527e+29
7.390722033525775432e+31,2.171650471311191311e+01,5.402974558731261299e+29
