# Sun Apr 23 23:28:50 2023
1.000000000000000087e-07,9.999999999999999547e-07,1.600000000000000010e+42
1.000000000000001675e-07,9.925104131880703173e-01,1.600000000000000010e+42
1.000000000000003131e-07,1.993608587049229719e+00,1.600000000000000010e+42
1.000000000000018087e-07,1.200459032566098472e+01,1.600000000000000010e+42
1.000000000000167111e-07,1.121144077117949820e+02,1.600000000000000010e+42
1.000000000001657889e-07,1.113212581574776550e+03,1.600000000000000010e+42
1.000000000016565669e-07,1.112419432036876060e+04,1.600000000000000010e+42
1.000000000165643468e-07,1.112340117247251328e+05,1.600000000000000010e+42
1.000000001656421455e-07,1.112332187409945764e+06,1.600000000000000010e+42
1.000000016564201327e-07,1.112331410842781514e+07,1.599999999999999700e+42
1.000000165642000044e-07,1.112331497351738513e+08,1.599999999999998153e+42
1.000001656419987211e-07,1.112333147660272837e+09,1.599999999999982369e+42
1.000016564199858887e-07,1.112349729358065987e+10,1.599999999999823913e+42
1.000165641998575644e-07,1.112515563252419281e+11,1.599999999998237493e+42
1.001656419985743212e-07,1.114174809405455566e+12,1.599999999982322226e+42
1.016564199857418898e-07,1.130857913442877344e+13,1.599999999818012921e+42
1.165641998574175758e-07,1.306753196678403750e+14,1.599999997695585149e+42
2.656419985741744487e-07,3.972130314380377000e+15,1.599999942201160170e+42
1.756419985741743363e-06,1.212681822712767232e+18,1.599996738574685051e+42
1.224205405885857638e-05,4.106568860335430697e+20,1.599840569456181618e+42
4.578104350366594836e-05,2.146033023655186373e+22,1.597771957789194548e+42
1.210699184887252918e-04,3.949259204095078186e+23,1.584502074545911825e+42
2.583734156840070736e-04,3.760139284590357792e+24,1.530975435278684262e+42
4.761584695733112960e-04,2.212436077512966981e+25,1.380744177956294771e+42
7.877032312882465337e-04,8.678599580395900521e+25,1.085960881856545538e+42
1.203488074515213831e-03,2.373590425726973872e+26,6.964064601500083933e+41
1.741932406702106093e-03,4.803150355152313262e+26,3.586834522722080778e+41
2.373323600198359428e-03,7.544756190156042088e+26,1.715347428450200426e+41
3.067175138463871121e-03,1.014991859527031077e+27,8.794564142895147355e+40
3.915110219451202293e-03,1.289108112836925081e+27,4.695785518161988851e+40
5.006261963880396203e-03,1.601494537296156439e+27,2.588887494999312155e+40
6.455293345987072294e-03,1.984058467295864360e+27,1.463953288905168049e+40
8.410844170935526803e-03,2.480823342963135180e+27,8.440923495195816685e+39
1.106604113566577070e-02,3.154287044177415689e+27,4.928249700468286637e+39
1.466783610747641846e-02,4.090840469098051276e+27,2.891329932816069836e+39
1.952694768900885280e-02,5.403592620632181866e+27,1.692236783939203626e+39
2.603011524072368701e-02,7.231107956460144861e+27,9.828378699576530125e+38
3.465976412829221281e-02,9.734029957220928742e+27,5.650579437823033220e+38
4.602810078410381894e-02,1.309567612290227311e+28,3.216533255043524845e+38
6.093170245540591862e-02,1.753321717644407842e+28,1.816146007228471899e+38
8.042831485224641308e-02,2.332145935888260828e+28,1.019250623755659012e+38
1.059340167454710657e-01,3.082629140278367923e+28,5.693520675240413478e+37
1.393396557668186153e-01,4.054390321374211100e+28,3.166423477840098038e+37
1.831483776653248796e-01,5.314328055192470418e+28,1.751661062300176616e+37
2.406371696453482867e-01,6.950933534256177257e+28,9.619482240001513666e+36
3.160432369802588237e-01,9.078062203836442338e+28,5.228428313521442522e+36
4.147702977482813358e-01,1.183686127422655239e+29,2.801597191085616513e+36
5.435981817494774937e-01,1.539342244733005994e+29,1.472827529506041705e+36
7.108556175382850784e-01,1.992803771444763956e+29,7.552078732889420082e+35
9.264694638641337576e-01,2.560968516274138465e+29,3.750485838951440226e+35
1.201712934726047122e+00,3.254727089390431716e+29,1.788659023307497777e+35
1.548301539114329994e+00,4.070981467781864985e+29,8.109301911295326169e+34
1.707371888539432003e+00,4.421887936706879647e+29,5.839195390228772524e+34
1.866442237964533790e+00,4.757767418018926196e+29,4.268843239642737664e+34
2.226462453500516858e+00,5.461117695729638872e+29,2.187223493108129280e+34
2.586482669036499704e+00,6.083968477787154391e+29,1.161875913366713023e+34
2.663070479924352973e+00,6.206046443908275896e+29,1.018448572373158788e+34
2.739658290812206243e+00,6.324486631144110616e+29,8.932876831459329008e+33
2.850437129337535236e+00,6.343430187122519148e+29,8.657839074185117239e+33
2.959356141278286056e+00,6.515967229030297661e+29,7.294759352186908817e+33
3.112075857365324438e+00,6.746641599223611042e+29,5.738948528529425915e+33
3.264795573452362376e+00,6.964064939729008622e+29,4.513180810274094530e+33
3.889078135265188418e+00,7.715789382615121744e+29,1.647226587785653493e+33
4.513360697078014461e+00,8.250850456954809388e+29,5.478146063110184210e+32
4.733619590840624447e+00,8.390836386016908193e+29,3.568431384421755408e+32
4.953878484603234433e+00,8.507518247355667916e+29,2.248241658269930297e+32
5.049262017793274104e+00,8.551750349011877477e+29,1.800749193538811229e+32
5.144645550983313775e+00,8.591153071398873642e+29,1.439838403087795813e+32
5.439516828775189161e+00,8.689031637233754051e+29,6.653043116108815793e+31
5.734388106567064547e+00,8.753972045349107990e+29,2.547145728323839183e+31
6.128033411017695720e+00,8.800631372491068335e+29,2.322657402626537975e+30
6.231685555389114839e+00,8.804271818679003669e+29,8.336995795673350944e+29
6.335337699760533958e+00,8.806033700042192603e+29,1.609466804872296643e+29
6.429308910871111671e+00,8.806129727989263245e+29,1.266305677224318984e+29
6.500000000000000000e+00,8.806208705916040540e+29,9.996475101827643649e+28
# , 0.0001, 1.6e+42, 1e+46, 20
