# Mon Mar 20 18:56:49 2023
0.000000000000000000e+00,0.000000000000000000e+00
9.999999999999999161e+22,0.000000000000000000e+00
1.999999999999999832e+23,0.000000000000000000e+00
2.999999999999999748e+23,0.000000000000000000e+00
3.999999999999999664e+23,0.000000000000000000e+00
4.999999999999999916e+23,1.011940536330383839e+04
6.000000000000000168e+23,0.000000000000000000e+00
7.000000000000000419e+23,0.000000000000000000e+00
8.000000000000000671e+23,0.000000000000000000e+00
9.000000000000000923e+23,0.000000000000000000e+00
1.000000000000000117e+24,8.095524290643070708e+04
1.100000000000000143e+24,8.095524290643070708e+04
1.200000000000000168e+24,0.000000000000000000e+00
1.300000000000000193e+24,0.000000000000000000e+00
1.400000000000000084e+24,0.000000000000000000e+00
1.499999999999999975e+24,0.000000000000000000e+00
1.599999999999999866e+24,-3.238209716257228283e+05
1.699999999999999757e+24,0.000000000000000000e+00
1.799999999999999648e+24,0.000000000000000000e+00
1.899999999999999539e+24,0.000000000000000000e+00
1.999999999999999430e+24,0.000000000000000000e+00
2.099999999999999321e+24,-6.476419432514456566e+05
2.199999999999999211e+24,0.000000000000000000e+00
2.299999999999999102e+24,0.000000000000000000e+00
2.399999999999998993e+24,0.000000000000000000e+00
2.499999999999999153e+24,0.000000000000000000e+00
2.599999999999999312e+24,-1.295283886502891313e+06
2.699999999999999472e+24,0.000000000000000000e+00
2.799999999999999631e+24,-1.295283886502891313e+06
2.899999999999999790e+24,0.000000000000000000e+00
2.999999999999999950e+24,0.000000000000000000e+00
3.100000000000000109e+24,0.000000000000000000e+00
3.200000000000000268e+24,2.590567773005782627e+06
3.300000000000000428e+24,0.000000000000000000e+00
3.400000000000000587e+24,0.000000000000000000e+00
3.500000000000000747e+24,2.590567773005782627e+06
3.600000000000000906e+24,0.000000000000000000e+00
3.700000000000001065e+24,0.000000000000000000e+00
3.800000000000001225e+24,0.000000000000000000e+00
3.900000000000001384e+24,-5.181135546011565253e+06
4.000000000000001544e+24,5.181135546011565253e+06
4.100000000000001703e+24,0.000000000000000000e+00
4.200000000000001862e+24,-5.181135546011565253e+06
4.300000000000002022e+24,5.181135546011565253e+06
4.400000000000002181e+24,-5.181135546011565253e+06
4.500000000000002340e+24,0.000000000000000000e+00
4.600000000000002500e+24,0.000000000000000000e+00
4.700000000000002659e+24,0.000000000000000000e+00
4.800000000000002819e+24,0.000000000000000000e+00
4.900000000000002441e+24,0.000000000000000000e+00
5.000000000000002600e+24,0.000000000000000000e+00
5.100000000000002760e+24,0.000000000000000000e+00
5.200000000000002919e+24,-1.036227109202313051e+07
5.300000000000003079e+24,0.000000000000000000e+00
5.400000000000003238e+24,0.000000000000000000e+00
5.500000000000003397e+24,-1.036227109202313051e+07
5.600000000000003557e+24,1.036227109202313051e+07
5.700000000000003716e+24,0.000000000000000000e+00
5.800000000000003876e+24,0.000000000000000000e+00
5.900000000000004035e+24,0.000000000000000000e+00
6.000000000000004194e+24,2.072454218404626101e+07
6.100000000000004354e+24,-2.072454218404626101e+07
6.200000000000004513e+24,-2.072454218404626101e+07
6.300000000000004672e+24,0.000000000000000000e+00
6.400000000000004832e+24,0.000000000000000000e+00
6.500000000000004991e+24,2.072454218404626101e+07
6.600000000000005151e+24,-2.072454218404626101e+07
6.700000000000005310e+24,0.000000000000000000e+00
6.800000000000005469e+24,0.000000000000000000e+00
6.900000000000005629e+24,0.000000000000000000e+00
7.000000000000005788e+24,0.000000000000000000e+00
7.100000000000005948e+24,0.000000000000000000e+00
7.200000000000006107e+24,0.000000000000000000e+00
7.300000000000006266e+24,0.000000000000000000e+00
7.400000000000006426e+24,0.000000000000000000e+00
7.500000000000006585e+24,0.000000000000000000e+00
7.600000000000006744e+24,0.000000000000000000e+00
7.700000000000006904e+24,0.000000000000000000e+00
7.800000000000007063e+24,0.000000000000000000e+00
7.900000000000007223e+24,0.000000000000000000e+00
8.000000000000007382e+24,0.000000000000000000e+00
8.100000000000007541e+24,0.000000000000000000e+00
8.200000000000007701e+24,4.144908436809252203e+07
8.300000000000007860e+24,0.000000000000000000e+00
8.400000000000008020e+24,0.000000000000000000e+00
8.500000000000008179e+24,0.000000000000000000e+00
8.600000000000008338e+24,-4.144908436809252203e+07
8.700000000000008498e+24,0.000000000000000000e+00
8.800000000000008657e+24,0.000000000000000000e+00
8.900000000000008816e+24,0.000000000000000000e+00
9.000000000000008976e+24,0.000000000000000000e+00
9.100000000000009135e+24,0.000000000000000000e+00
9.200000000000009295e+24,-4.144908436809252203e+07
9.300000000000009454e+24,0.000000000000000000e+00
9.400000000000009613e+24,0.000000000000000000e+00
9.500000000000009773e+24,8.289816873618504405e+07
9.600000000000009932e+24,0.000000000000000000e+00
9.700000000000009018e+24,-8.289816873618504405e+07
9.800000000000009177e+24,0.000000000000000000e+00
9.900000000000009337e+24,0.000000000000000000e+00
